GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
test_bdd,com.example.exception,ReservationRefusedException,0,4,0,0,0,2,0,1,0,1
test_bdd,com.example.service,ReservationServiceImpl,0,87,0,6,0,23,0,6,0,3
test_bdd,com.example.domain,DefaultReservationConfirmation,0,21,0,0,0,8,0,4,0,4
